"count","ideo_mean","user.verified","url","media","followers","ideology","hasIdeo","party_mean","party","ACount_unq","MCount_unq","shared","posCount_unq","shared_pos","negCount_unq","shared_neg"
732,1.5372,0,-1,-1,115666,1.9958,1,1,1,1,0,1,1,1,0,0
252,-0.6579,1,-1,-1,154244.5745,-0.0419,1,-1,-1,2,5,0,2,0,0,0
147,-0.9367,1,1,1,757644.7684,0.3527,1,-1,1,0,0,0,0,0,0,0
124,-0.5263,0,-1,-1,4832.4312,0.5599,1,-1,1,1,1,0,1,0,0,0
124,1.4767,0,-1,-1,36639,1.0619,1,1,1,3,0,0,1,0,2,0
110,-0.3476,1,1,-1,5197540.8684,0.3012,1,-1,1,1,2,0,1,0,0,0
108,-0.6687,0,-1,1,74153.3205,NA,0,-1,NA,0,2,1,0,0,0,1
105,-0.6543,0,-1,-1,226495,0.3023,1,-1,1,2,0,0,0,0,2,0
102,-1.0091,1,1,-1,757644.7684,0.3527,1,-1,1,0,1,0,0,0,0,0
99,-0.7178,1,1,1,6403479.1855,0.4832,1,-1,1,0,0,0,0,0,0,0
97,1.4459,0,1,1,35956.8861,1.1047,1,1,1,1,1,0,0,0,1,0
96,-0.6657,0,1,-1,112960,-0.91,1,-1,-1,1,0,0,0,0,1,0
90,1.6239,0,1,1,35956.8861,1.1047,1,1,1,1,1,0,0,0,1,0
89,1.521,0,-1,1,3089.9725,NA,0,1,NA,1,0,1,1,1,0,0
89,-0.5829,0,-1,-1,45275.7965,0.0919,1,-1,1,0,1,0,0,0,0,0
83,1.554,0,1,1,35956.8861,1.1047,1,1,1,1,1,0,0,0,1,0
83,-0.4739,1,-1,-1,691708.3,-0.8201,1,-1,-1,1,1,0,1,0,0,0
80,-0.3553,1,1,-1,9641110.26,-0.6074,1,-1,-1,1,1,1,0,0,1,1
76,-0.7267,1,-1,-1,154244.5745,-0.0419,1,-1,-1,2,2,0,1,0,1,0
76,-0.4828,1,1,-1,8755184.003,0.47,1,-1,1,0,1,0,0,0,0,0
73,-0.9766,1,1,1,757644.7684,0.3527,1,-1,1,0,0,0,0,0,0,0
72,1.3365,1,1,1,231381.2055,0.7934,1,1,1,0,1,0,0,0,0,0
72,1.541,0,-1,-1,621488,0.6903,1,1,1,0,1,0,0,0,0,0
71,1.4987,0,1,1,75396.371,2.3981,1,1,1,0,0,1,0,0,0,1
70,1.5854,0,-1,-1,32849,1.2066,1,1,1,1,1,0,1,0,0,0
69,-0.7659,1,1,1,21109552.3402,NA,0,-1,NA,0,0,0,0,0,0,0
67,-0.1814,1,1,1,2694677.6043,-0.032,1,-1,-1,1,1,0,1,0,0,0
64,-0.565,0,1,-1,252.2979,NA,0,-1,NA,2,0,0,0,0,1,0
64,-0.8104,1,-1,1,204903.3675,-0.9045,1,-1,-1,3,2,0,0,0,2,0
62,-0.447,1,1,-1,21109552.3402,NA,0,-1,NA,0,1,0,0,0,0,0
62,-0.5884,0,1,1,13800,0.3396,1,-1,1,1,1,1,0,0,1,1
60,1.4853,0,1,1,35956.8861,1.1047,1,1,1,1,1,0,0,0,1,0
58,1.6523,0,-1,1,1598.9099,NA,0,1,NA,0,0,0,0,0,0,0
58,-0.8152,0,-1,-1,7151.0102,NA,0,-1,NA,1,2,0,1,0,0,0
58,-0.4271,1,1,-1,21109552.3402,NA,0,-1,NA,0,1,0,0,0,0,0
57,-0.6354,0,-1,1,2883,-0.9034,1,-1,-1,2,1,1,1,0,1,0
53,-0.5598,1,-1,-1,60494.5167,-0.0046,1,-1,-1,1,0,0,1,0,0,0
52,1.4314,0,1,1,16397.1927,1.8917,1,1,1,1,1,0,0,0,1,0
48,-0.4532,1,1,1,4388333.5957,NA,0,-1,NA,0,1,0,0,0,0,0
46,-0.7896,0,-1,-1,24194.8127,NA,0,-1,NA,0,0,0,0,0,0,0
46,1.4422,0,-1,-1,147119.7231,0.8339,1,1,1,1,0,0,0,0,0,0
45,-0.651,1,1,1,530994.7022,0.4415,1,-1,1,1,0,0,0,0,1,0
44,1.5061,0,1,1,16397.1927,1.8917,1,1,1,1,1,0,0,0,1,0
44,1.4176,0,-1,-1,621616.5,0.6903,1,1,1,0,1,0,0,0,0,0
43,1.6309,0,1,1,16397.1927,1.8917,1,1,1,1,1,0,0,0,1,0
43,1.7358,0,-1,1,20580.886,1.5914,1,1,1,0,0,1,0,0,0,0
42,-0.4606,0,-1,-1,4932.573,-0.0813,1,-1,-1,0,1,0,0,0,0,0
42,-0.6354,0,-1,-1,1028.1837,-1.0941,1,-1,-1,0,1,0,0,0,0,0
42,-0.4676,1,-1,-1,1195603.3206,-1.1117,1,-1,-1,0,1,0,0,0,0,0
42,-0.4105,1,1,-1,4517115.0877,-0.9176,1,-1,-1,0,1,1,0,0,0,1
40,-0.6917,0,-1,-1,4183.8818,NA,0,-1,NA,1,0,0,1,0,0,0
40,1.4521,0,1,1,99231.5152,1.3469,1,1,1,0,0,0,0,0,0,0
39,1.505,0,1,1,16397.1927,1.8917,1,1,1,1,1,0,0,0,1,0
39,-0.6544,1,1,-1,4445477.0492,0.5818,1,-1,1,0,2,0,0,0,0,0
39,-0.4086,1,1,-1,5197540.8684,0.3012,1,-1,1,0,1,0,0,0,0,0
37,1.7303,1,1,1,139076.875,1.5793,1,1,1,0,0,0,0,0,0,0
36,-0.5181,0,-1,-1,216.1932,NA,0,-1,NA,1,2,0,1,0,0,0
36,-0.5558,1,1,1,137286.7171,0.1412,1,-1,1,1,0,0,0,0,1,0
36,-0.6532,1,1,1,1639774.9848,0.3034,1,-1,1,1,0,0,1,0,0,0
36,-0.6541,1,1,-1,4517115.0877,-0.9176,1,-1,-1,0,0,0,0,0,0,0
36,-0.5267,1,1,1,20764163.8144,0.8175,1,-1,1,0,2,0,0,0,0,0
36,1.6125,0,-1,-1,35266,1.5355,1,1,1,0,1,0,0,0,0,0
35,1.4601,0,-1,-1,1708.3478,NA,0,1,NA,2,1,1,1,1,0,0
35,-0.895,1,1,1,757644.7684,0.3527,1,-1,1,0,1,0,0,0,0,0
35,-0.5429,1,-1,-1,3371978.4259,NA,0,-1,NA,1,0,0,1,0,0,0
35,-0.5378,0,1,1,2003.5326,0.1357,1,-1,1,2,0,1,2,0,0,0
34,-0.4779,1,1,-1,21109552.3402,NA,0,-1,NA,0,2,0,0,0,0,0
34,1.4715,1,-1,1,453886.2439,1.0005,1,1,1,0,0,0,0,0,0,0
34,-0.5935,0,1,-1,19781.0505,-0.0364,1,-1,-1,0,1,0,0,0,0,0
33,-0.4545,1,1,-1,8755184.003,0.47,1,-1,1,0,1,0,0,0,0,0
33,-0.5427,0,-1,-1,11462.5287,NA,0,-1,NA,1,1,0,1,0,0,0
33,-0.3598,1,1,1,6403479.1855,0.4832,1,-1,1,1,0,0,0,0,1,0
33,-0.6428,1,-1,-1,3371978.4259,NA,0,-1,NA,2,0,0,1,0,1,0
33,-0.8901,1,1,-1,38486.7836,-0.9155,1,-1,-1,0,3,0,0,0,0,0
32,1.5699,0,1,1,6198.3134,NA,0,1,NA,0,0,0,0,0,0,0
32,-0.5127,1,1,1,20764163.8144,0.8175,1,-1,1,0,0,0,0,0,0,0
32,-0.9504,1,1,-1,560500.9643,-0.3597,1,-1,-1,0,2,0,0,0,0,0
32,1.254,1,-1,-1,10462.375,0.5215,1,1,1,1,0,0,0,0,0,0
32,1.534,0,-1,-1,48060.2642,0.7276,1,1,1,1,2,0,1,0,0,0
32,-0.9055,0,1,-1,80225,-1.4251,1,-1,-1,1,0,0,1,0,0,0
31,-0.3175,1,1,1,6403479.1855,0.4832,1,-1,1,0,2,0,0,0,0,0
31,-0.4398,1,1,-1,4852121.2887,0.5018,1,-1,1,0,2,0,0,0,0,0
31,-0.8776,1,1,1,560500.9643,-0.3597,1,-1,-1,0,1,0,0,0,0,0
31,-0.6182,0,1,1,15590.2256,-0.2096,1,-1,-1,0,0,0,0,0,0,0
31,-0.1161,1,1,-1,9641110.26,-0.6074,1,-1,-1,0,1,0,0,0,0,0
31,1.4826,0,-1,1,2517.3026,0.6684,1,1,1,2,1,0,2,0,0,0
30,-0.3067,0,1,-1,953.32,NA,0,-1,NA,1,1,0,0,0,0,0
30,-0.7078,1,1,1,824538.9328,-0.0517,1,-1,-1,0,1,2,0,0,0,2
30,1.118,1,1,1,6557175.2353,1.0301,1,1,1,0,1,0,0,0,0,0
30,-0.6273,1,1,1,300933.4038,NA,0,-1,NA,0,1,0,0,0,0,0
29,1.8764,0,-1,-1,255971.8211,1.0597,1,1,1,1,1,0,1,0,0,0
29,-0.3072,1,1,-1,4445477.0492,0.5818,1,-1,1,0,1,0,0,0,0,0
29,-0.4318,1,1,-1,6074347.6797,0.8526,1,-1,1,2,1,0,1,0,0,0
29,-1.0489,1,1,1,90516.0996,-1.1818,1,-1,-1,0,0,0,0,0,0,0
29,-0.7654,0,1,1,42155,0.401,1,-1,1,0,0,0,0,0,0,0
28,-0.6848,0,-1,-1,3456.2584,-0.4858,1,-1,-1,4,0,0,4,0,0,0
28,-0.2466,1,1,1,2706861.3571,NA,0,-1,NA,0,1,0,0,0,0,0
27,-0.1768,1,1,1,20764163.8144,0.8175,1,-1,1,0,1,0,0,0,0,0
27,-0.397,1,1,-1,1556712.2861,-0.6107,1,-1,-1,0,0,0,0,0,0,0
27,-0.9903,1,1,-1,206591.3442,-1.3035,1,-1,-1,0,0,0,0,0,0,0
27,-1.0338,1,1,-1,206591.3442,-1.3035,1,-1,-1,0,0,0,0,0,0,0
27,1.3575,0,1,-1,36639,1.0619,1,1,1,1,0,0,1,0,0,0
26,-0.7657,0,1,-1,10799.2121,-0.294,1,-1,-1,0,2,0,0,0,0,0
26,-0.366,1,-1,-1,3371978.4259,NA,0,-1,NA,2,0,0,1,0,1,0
26,-0.9727,0,1,1,79879.2,-0.8289,1,-1,-1,1,0,0,1,0,0,0
25,1.7535,0,1,1,35956.8861,1.1047,1,1,1,1,1,0,0,0,1,0
25,-0.3636,1,1,1,238981.4118,NA,0,-1,NA,0,0,0,0,0,0,0
25,-0.6434,1,1,1,6091162.6012,-0.6809,1,-1,-1,0,0,0,0,0,0,0
25,-0.7269,0,-1,1,7166.0635,NA,0,-1,NA,0,0,0,0,0,0,0
25,-1.0986,0,-1,1,28664.3035,-1.3111,1,-1,-1,0,1,0,0,0,0,0
25,-0.7587,0,-1,-1,224504,0.3023,1,-1,1,2,0,2,1,1,1,1
24,1.5479,0,1,-1,27458.8049,NA,0,1,NA,1,0,0,1,0,0,0
24,-0.2658,1,1,1,628941.0987,0.3538,1,-1,1,0,0,0,0,0,0,0
24,-0.5837,1,-1,-1,2607689.2308,0.424,1,-1,1,0,0,1,0,0,0,1
24,-0.4779,1,1,-1,4517115.0877,-0.9176,1,-1,-1,0,1,1,0,0,0,1
24,-0.6881,1,1,1,218646.1908,NA,0,-1,NA,0,1,0,0,0,0,0
24,-0.7865,1,1,-1,245003.1682,-0.5855,1,-1,-1,1,1,0,1,0,0,0
24,-0.3415,1,1,1,11340730.058,0.1708,1,-1,1,1,1,0,0,0,0,0
23,-0.8555,0,-1,-1,15820.48,NA,0,-1,NA,2,0,0,1,0,1,0
23,-0.4434,1,1,-1,4517115.0877,-0.9176,1,-1,-1,0,0,0,0,0,0,0
23,-0.3927,1,1,1,2694677.6043,-0.032,1,-1,-1,0,1,0,0,0,0,0
23,-0.6465,1,1,-1,1117529.271,NA,0,-1,NA,2,1,0,2,0,0,0
23,-1.0939,0,-1,1,28664.3035,-1.3111,1,-1,-1,2,3,0,2,0,0,0
23,-0.3544,1,1,1,530994.7022,0.4415,1,-1,1,1,0,0,0,0,1,0
23,-0.5966,1,1,1,530994.7022,0.4415,1,-1,1,1,0,0,0,0,1,0
23,-0.5126,1,1,1,7338729.7313,0.1061,1,-1,1,1,0,0,1,0,0,0
23,-0.3379,1,1,1,824538.9328,-0.0517,1,-1,-1,1,1,0,1,0,0,0
23,-0.3541,1,1,1,530994.7022,0.4415,1,-1,1,0,1,0,0,0,0,0
23,-0.2572,1,1,1,2706861.3571,NA,0,-1,NA,0,1,0,0,0,0,0
23,1.5253,0,-1,-1,36639,1.0619,1,1,1,3,0,0,1,0,2,0
22,-0.5571,0,-1,1,707.7766,NA,0,-1,NA,0,1,1,0,0,0,1
22,-0.7955,0,-1,1,20396.7179,NA,0,-1,NA,0,1,0,0,0,0,0
22,-0.5153,1,-1,-1,466949.7075,NA,0,-1,NA,0,0,0,0,0,0,0
22,-1.0607,1,1,-1,206591.3442,-1.3035,1,-1,-1,1,0,0,1,0,0,0
22,-0.5044,1,1,1,104873.6634,NA,0,-1,NA,0,1,0,0,0,0,0
22,-0.5227,1,1,-1,1556712.2861,-0.6107,1,-1,-1,0,0,0,0,0,0,0
22,-0.1335,1,1,1,20764163.8144,0.8175,1,-1,1,0,1,0,0,0,0,0
22,-0.8197,1,1,1,255746.2957,-1.0558,1,-1,-1,1,0,0,1,0,0,0
22,-0.5621,1,1,-1,301516.6528,NA,0,-1,NA,2,2,1,0,0,2,0
22,-0.6895,1,1,-1,5197540.8684,0.3012,1,-1,1,0,0,0,0,0,0,0
22,1.3223,0,1,-1,1686,1.6736,1,1,1,0,0,0,0,0,0,0
21,-0.9301,0,-1,1,28664.3035,-1.3111,1,-1,-1,3,3,0,3,0,0,0
21,-0.3786,1,1,1,20764163.8144,0.8175,1,-1,1,0,1,0,0,0,0,0
21,1.5179,0,1,-1,994.5,1.3568,1,1,1,3,0,0,2,0,1,0
21,-0.4408,1,1,-1,21109552.3402,NA,0,-1,NA,0,1,1,0,1,0,0
21,-0.5561,0,1,1,20001,0.3242,1,-1,1,1,1,0,1,0,0,0
20,1.7337,0,-1,1,6109.7119,NA,0,1,NA,0,0,0,0,0,0,0
20,-0.5893,1,1,-1,3371978.4259,NA,0,-1,NA,0,0,0,0,0,0,0
20,1.3839,0,1,1,16397.1927,1.8917,1,1,1,1,1,0,0,0,1,0
20,-0.8018,1,1,1,398307.3308,0.3549,1,-1,1,0,1,0,0,0,0,0
20,-0.571,0,1,-1,1889.9307,NA,0,-1,NA,1,1,0,1,0,0,0
20,-0.6295,0,1,1,63004.5939,NA,0,-1,NA,0,1,0,0,0,0,0
19,1.501,0,1,1,16397.1927,1.8917,1,1,1,1,1,0,0,0,1,0
19,-0.8539,0,1,1,16799.9618,NA,0,-1,NA,1,0,0,1,0,0,0
19,-0.4714,1,1,1,530994.7022,0.4415,1,-1,1,0,0,0,0,0,0,0
19,-0.1445,1,1,1,2694677.6043,-0.032,1,-1,-1,1,0,0,1,0,0,0
19,-0.9129,1,1,-1,757644.7684,0.3527,1,-1,1,0,1,0,0,0,0,0
19,-0.5529,1,-1,1,11862.6957,-1.024,1,-1,-1,0,0,0,0,0,0,0
19,-0.6882,0,-1,1,169815,0.527,1,-1,1,0,0,0,0,0,0,0
19,1.544,0,-1,-1,9429,1.3941,1,1,1,0,1,0,0,0,0,0
18,-0.5396,0,1,1,29939.8108,-0.3082,1,-1,-1,0,1,1,0,1,0,0
18,1.5373,0,1,1,35956.8861,1.1047,1,1,1,1,1,0,0,0,1,0
18,-0.8317,1,1,-1,245003.1682,-0.5855,1,-1,-1,0,0,0,0,0,0,0
18,-0.6082,1,1,-1,5197540.8684,0.3012,1,-1,1,0,0,0,0,0,0,0
18,-0.6635,1,1,1,137286.7171,0.1412,1,-1,1,0,1,0,0,0,0,0
18,0.0228,1,1,1,367251.4861,0.5369,1,1,1,0,0,0,0,0,0,0
18,-0.969,1,1,-1,206591.3442,-1.3035,1,-1,-1,1,0,0,0,0,1,0
18,-0.8717,1,1,1,560500.9643,-0.3597,1,-1,-1,0,1,0,0,0,0,0
18,-0.7051,1,1,1,1293813.2045,0.6509,1,-1,1,3,0,0,2,0,1,0
18,-1.0085,1,1,1,90516.0996,-1.1818,1,-1,-1,0,0,0,0,0,0,0
18,-0.5735,1,-1,-1,1251026.1875,0.3341,1,-1,1,3,0,0,2,0,1,0
18,1.4861,0,-1,1,13839,0.9304,1,1,1,0,0,1,0,0,0,0
17,1.5656,0,-1,1,6109.7119,NA,0,1,NA,0,0,0,0,0,0,0
17,1.6503,0,1,1,35956.8861,1.1047,1,1,1,1,1,0,0,0,1,0
17,-0.928,0,1,1,72082.1837,-0.5614,1,-1,-1,0,0,0,0,0,0,0
17,-0.6904,0,1,1,45087.08,NA,0,-1,NA,2,0,0,1,0,1,0
17,-0.482,1,1,1,8148278.0072,NA,0,-1,NA,0,0,0,0,0,0,0
17,-0.5396,1,1,-1,6091162.6012,-0.6809,1,-1,-1,0,1,0,0,0,0,0
17,-0.743,1,1,1,991747.6447,0.059,1,-1,1,1,1,0,0,0,1,0
17,-0.3613,1,1,-1,21109552.3402,NA,0,-1,NA,0,1,1,0,1,0,0
17,-0.5054,1,1,-1,8755184.003,0.47,1,-1,1,1,2,0,0,0,1,0
17,0.0157,0,-1,-1,14623.3034,0.527,1,1,1,1,0,0,0,0,1,0
17,1.4029,0,1,-1,37106,1.1211,1,1,1,0,1,0,0,0,0,0
16,-0.4548,0,-1,-1,19970.6149,-0.8157,1,-1,-1,1,1,0,1,0,0,0
16,-0.5172,1,-1,-1,22703.9667,0.5237,1,-1,1,0,0,0,0,0,0,0
16,-1.2124,1,-1,-1,115135.0755,-1.0536,1,-1,-1,0,1,0,0,0,0,0
16,-0.5255,1,1,-1,73759.375,-0.2545,1,-1,-1,0,0,0,0,0,0,0
16,-0.2627,1,1,1,530994.7022,0.4415,1,-1,1,0,0,0,0,0,0,0
16,-1.1462,0,1,-1,337.7292,0.2464,1,-1,1,0,0,0,0,0,0,0
16,-0.4782,0,1,-1,3823.415,NA,0,-1,NA,0,0,0,0,0,0,0
16,1.6108,0,-1,1,87920.4375,1.7612,1,1,1,1,0,0,1,0,0,0
16,-0.6979,1,1,1,530994.7022,0.4415,1,-1,1,0,0,2,0,0,0,2
16,-0.1297,1,1,1,1289377.9773,0.3867,1,-1,1,0,0,0,0,0,0,0
16,-0.7885,1,1,-1,560500.9643,-0.3597,1,-1,-1,0,2,0,0,0,0,0
16,-0.4059,0,-1,1,2961.4286,0.2124,1,-1,1,2,0,1,0,0,2,1
16,1.4041,0,-1,-1,621745,0.6903,1,1,1,0,1,0,0,0,0,0
16,1.6417,0,-1,1,13392,0.9304,1,1,1,0,0,1,0,0,0,0
15,-0.6355,1,1,1,40022.7097,-0.0254,1,-1,-1,0,0,0,0,0,0,0
15,-0.7526,1,1,-1,206591.3442,-1.3035,1,-1,-1,0,0,0,0,0,0,0
15,-0.7948,1,-1,-1,12180982.3645,NA,0,-1,NA,1,0,0,1,0,0,0
15,-0.4754,1,1,1,104873.6634,NA,0,-1,NA,0,1,0,0,0,0,0
15,1.733,0,1,1,75396.371,2.3981,1,1,1,1,0,0,0,0,1,0
15,-0.6384,1,-1,-1,12180982.3645,NA,0,-1,NA,0,1,0,0,0,0,0
15,-0.9066,0,-1,1,28664.3035,-1.3111,1,-1,-1,4,0,0,4,0,0,0
15,-0.9166,0,1,1,24861.0526,NA,0,-1,NA,0,0,0,0,0,0,0
15,1.8174,0,1,-1,58351.0484,0.9063,1,1,1,0,0,0,0,0,0,0
15,-0.5112,1,1,1,1556712.2861,-0.6107,1,-1,-1,0,2,0,0,0,0,0
15,-0.2951,0,1,-1,14113,0.2957,1,-1,1,0,0,0,0,0,0,0
15,-0.5592,0,1,-1,76064,0.2311,1,-1,1,1,1,0,0,0,1,0
15,-0.6644,0,-1,1,23453,0.0327,1,-1,1,0,0,0,0,0,0,0
15,-0.8769,0,1,1,80510,-1.4251,1,-1,-1,0,0,0,0,0,0,0
14,-0.5779,1,-1,-1,156494.1,-1.1533,1,-1,-1,2,0,0,1,0,1,0
14,-0.6883,0,-1,1,2631.15,-0.8431,1,-1,-1,2,0,1,1,1,1,0
14,-0.7867,1,1,1,7296.1091,NA,0,-1,NA,1,0,1,0,0,1,1
14,-0.4576,1,-1,-1,12180982.3645,NA,0,-1,NA,1,0,0,1,0,0,0
14,-0.3211,1,1,-1,36933.1429,0.709,1,-1,1,0,0,0,0,0,0,0
14,1.7398,0,1,1,35956.8861,1.1047,1,1,1,1,1,0,0,0,1,0
14,-0.9716,1,1,-1,560500.9643,-0.3597,1,-1,-1,0,2,0,0,0,0,0
14,-0.5784,1,1,-1,206591.3442,-1.3035,1,-1,-1,0,0,0,0,0,0,0
14,-0.4788,1,1,1,2694677.6043,-0.032,1,-1,-1,0,1,0,0,0,0,0
14,-0.7426,1,1,1,218646.1908,NA,0,-1,NA,0,2,0,0,0,0,0
14,-0.6435,1,1,1,1556712.2861,-0.6107,1,-1,-1,0,0,0,0,0,0,0
14,0.0249,1,1,-1,4852121.2887,0.5018,1,1,1,1,0,0,1,0,0,0
14,0.2025,1,1,-1,5197540.8684,0.3012,1,1,1,0,3,1,0,1,0,0
14,-0.4439,1,1,-1,11913.1351,0.7747,1,-1,1,1,2,0,1,0,0,0
14,1.3513,0,1,1,99231.5152,1.3469,1,1,1,0,0,0,0,0,0,0
14,-0.7748,1,1,1,540927.1529,-1.1851,1,-1,-1,0,0,0,0,0,0,0
14,1.5191,1,1,-1,207055.8286,0.8186,1,1,1,0,1,0,0,0,0,0
14,-0.5724,1,1,-1,47458.3333,-1.0711,1,-1,-1,1,2,0,1,0,0,0
14,-0.5441,1,1,1,97171.5965,NA,0,-1,NA,0,0,0,0,0,0,0
14,-0.5448,1,1,1,2706861.3571,NA,0,-1,NA,0,1,0,0,0,0,0
14,-0.5507,0,1,-1,94280,-0.2885,1,-1,-1,0,1,0,0,0,0,0
14,0.875,0,-1,-1,13026,1.4795,1,1,1,1,0,1,1,0,0,0
14,2.0181,0,1,-1,79927,1.6199,1,1,1,1,1,0,1,0,0,0
14,1.4763,0,1,-1,8717,1.1376,1,1,1,0,0,0,0,0,0,0
13,1.251,0,1,-1,9351.6,2.3849,1,1,1,0,0,0,0,0,0,0
13,0.9535,1,1,-1,248995,0.6958,1,1,1,1,0,0,0,0,1,0
13,1.7703,0,1,1,35956.8861,1.1047,1,1,1,1,1,0,0,0,1,0
13,-0.3867,1,1,-1,8755184.003,0.47,1,-1,1,1,1,1,1,0,0,1
13,1.4172,0,-1,-1,6884.8,0.4481,1,1,1,0,0,0,0,0,0,0
13,1.2731,1,1,-1,38724.3636,2.3345,1,1,1,2,0,0,2,0,0,0
13,-0.5436,1,1,-1,816.0577,-0.5746,1,-1,-1,0,0,0,0,0,0,0
13,1.5453,1,1,-1,139271.6,1.3809,1,1,1,1,0,0,1,0,0,0
13,-0.6707,1,1,1,398307.3308,0.3549,1,-1,1,0,1,0,0,0,0,0
13,-0.4153,1,1,1,6403479.1855,0.4832,1,-1,1,0,0,2,0,0,0,2
13,-0.8245,0,-1,-1,6897.9275,0.4755,1,-1,1,2,1,0,2,0,0,0
13,-0.3521,0,1,-1,9190.2128,-0.6568,1,-1,-1,1,2,1,0,0,1,1
13,-0.415,1,1,-1,1639774.9848,0.3034,1,-1,1,1,0,0,1,0,0,0
13,-0.3547,1,1,-1,1639774.9848,0.3034,1,-1,1,1,0,0,1,0,0,0
13,-0.4612,1,1,1,1289377.9773,0.3867,1,-1,1,0,0,0,0,0,0,0
13,-1.2031,1,1,1,141035.7018,-1.2421,1,-1,-1,1,1,0,1,0,0,0
13,-0.9393,1,1,1,255746.2957,-1.0558,1,-1,-1,0,0,0,0,0,0,0
13,-0.5073,0,-1,-1,79174.5714,-0.1383,1,-1,-1,0,0,1,0,0,0,1
13,-0.4503,1,1,1,265638.6667,0.2837,1,-1,1,0,1,0,0,0,0,0
13,-0.8395,0,1,1,79879.2,-0.8289,1,-1,-1,1,0,0,1,0,0,0
13,1.5369,0,1,-1,16858,1.1441,1,1,1,0,1,0,0,0,0,0
12,-1.0853,1,1,-1,560500.9643,-0.3597,1,-1,-1,0,2,0,0,0,0,0
12,-0.4359,1,-1,-1,14129.2,-0.0364,1,-1,-1,0,0,0,0,0,0,0
12,-0.2498,1,1,-1,859617.3625,0.7013,1,-1,1,1,2,1,0,0,1,1
12,-0.3748,0,1,1,29939.8108,-0.3082,1,-1,-1,1,3,0,1,0,0,0
12,1.8214,0,1,-1,1750.3333,NA,0,1,NA,0,0,0,0,0,0,0
12,-0.5895,1,-1,1,15827.4048,0.2388,1,-1,1,0,0,0,0,0,0,0
12,-0.4433,1,1,1,191061.6154,NA,0,-1,NA,0,0,0,0,0,0,0
12,1.0734,0,1,1,91190.156,NA,0,1,NA,0,1,0,0,0,0,0
12,-0.8993,1,-1,-1,26105.52,-0.7236,1,-1,-1,0,1,0,0,0,0,0
12,-0.7113,1,1,1,104873.6634,NA,0,-1,NA,0,1,0,0,0,0,0
12,-0.4496,1,1,1,398407.3793,-0.9648,1,-1,-1,0,1,0,0,0,0,0
12,-0.5606,1,1,-1,151980.2247,-1.4054,1,-1,-1,1,1,2,1,0,0,2
12,-0.6889,1,1,-1,1556712.2861,-0.6107,1,-1,-1,0,0,0,0,0,0,0
12,-0.6127,1,1,-1,2049508.1176,-0.2808,1,-1,-1,0,0,0,0,0,0,0
12,-0.897,0,1,1,30648.5912,NA,0,-1,NA,2,0,0,2,0,0,0
12,-0.4136,1,1,1,1556712.2861,-0.6107,1,-1,-1,0,2,0,0,0,0,0
12,-1.0878,0,-1,-1,108632.1391,NA,0,-1,NA,3,0,0,1,0,1,0
12,-0.7024,0,-1,1,43726,-0.306,1,-1,-1,0,1,0,0,0,0,0
12,-0.7843,0,1,-1,7794,0.0294,1,-1,1,0,1,0,0,0,0,0
12,1.4117,0,-1,-1,77053,0.6443,1,1,1,2,0,2,2,0,0,2
12,1.3213,0,-1,-1,28774,0.9611,1,1,1,1,0,0,0,0,0,0
12,1.8664,0,1,-1,16627,1.1441,1,1,1,0,0,0,0,0,0,0
11,-0.4706,0,1,-1,10251.4,0.6344,1,-1,1,0,0,0,0,0,0,0
11,-0.4517,1,1,-1,16770.7143,0.2278,1,-1,1,0,0,0,0,0,0,0
11,-0.5859,1,1,1,37198.3429,0.5117,1,-1,1,1,0,0,0,0,1,0
11,-0.545,0,1,-1,3792.0588,NA,0,-1,NA,1,0,0,0,0,1,0
11,1.4848,0,-1,1,3143.4286,2.0605,1,1,1,0,0,0,0,0,0,0
11,-0.4175,1,1,-1,466949.7075,NA,0,-1,NA,0,0,0,0,0,0,0
11,-0.3524,1,1,-1,1841207.5833,-0.0769,1,-1,-1,0,0,0,0,0,0,0
11,1.591,0,-1,-1,4928.1379,NA,0,1,NA,1,0,0,1,0,0,0
11,-1.0816,0,1,1,11494.413,-0.9757,1,-1,-1,1,2,0,1,0,0,0
11,-0.0442,0,1,-1,76001.9,0.1171,1,-1,1,0,0,0,0,0,0,0
11,-0.8624,1,1,-1,206591.3442,-1.3035,1,-1,-1,0,2,0,0,0,0,0
11,0.2459,1,1,1,470162.5357,0.3714,1,1,1,0,0,0,0,0,0,0
11,-0.5168,1,-1,1,39152.9444,NA,0,-1,NA,0,0,1,0,1,0,0
11,1.4086,0,1,-1,8920.6154,1.1387,1,1,1,0,2,0,0,0,0,0
11,-1.0122,0,1,-1,41486.6232,NA,0,-1,NA,0,1,0,0,0,0,0
11,-0.26,1,1,1,41888.2381,0.0338,1,-1,1,0,0,0,0,0,0,0
11,-0.3111,1,1,1,189831.1163,0.1796,1,-1,1,0,1,0,0,0,0,0
11,-0.7822,1,1,-1,223643.2909,-1.1226,1,-1,-1,0,1,1,0,0,0,1
11,-0.3077,0,-1,1,15015.2453,NA,0,-1,NA,3,1,0,3,0,0,0
11,-0.8199,0,1,-1,3823.415,NA,0,-1,NA,0,0,0,0,0,0,0
11,-0.5053,0,1,-1,168550.2967,NA,0,-1,NA,0,0,0,0,0,0,0
11,-0.7817,1,1,-1,398307.3308,0.3549,1,-1,1,0,1,0,0,0,0,0
