"count","ideo_mean","user.verified","url","media","followers","ideology","hasIdeo","party_mean","party","ACount_unq","MCount_unq","shared","posCount_unq","shared_pos","negCount_unq","shared_neg"
1,-0.3674,0,1,1,7382.5789,-0.659,1,-1,-1,1,1,0,0,0,1,0
1,-0.7828,0,-1,-1,3157.6538,-0.6272,1,-1,-1,2,0,0,1,0,0,0
1,0.0908,0,1,-1,126.0385,NA,0,1,NA,0,0,0,0,0,0,0
1,-1.0086,0,-1,-1,4169,NA,0,-1,NA,1,1,0,0,0,1,0
1,2.1328,0,1,-1,914.8436,NA,0,1,NA,1,0,0,1,0,0,0
1,-0.5252,0,1,-1,1039.1875,NA,0,-1,NA,0,0,0,0,0,0,0
1,-0.146,0,-1,-1,157,-1.1741,1,-1,-1,0,1,0,0,0,0,0
1,1.1365,0,-1,1,1383,1.0181,1,1,1,0,0,0,0,0,0,0
1,1.1968,0,1,1,2200.1229,NA,0,1,NA,0,0,1,0,0,0,1
1,-0.7587,0,-1,1,2478,NA,0,-1,NA,1,0,0,1,0,0,0
1,-0.7412,1,-1,-1,7290.9643,-0.9571,1,-1,-1,0,1,1,0,0,0,1
1,-0.1986,1,-1,-1,18679.2727,-0.5307,1,-1,-1,0,2,1,0,0,0,1
1,-0.8267,1,1,1,150440.2684,-0.2545,1,-1,-1,0,0,1,0,1,0,0
1,-0.2479,0,1,-1,845.5,-0.2512,1,-1,-1,1,1,0,0,0,1,0
1,1.3634,0,1,-1,11420,NA,0,1,NA,0,0,1,0,0,0,0
1,-0.2468,0,-1,-1,1337.8889,NA,0,-1,NA,0,1,0,0,0,0,0
1,-0.9615,0,1,-1,991,-0.8968,1,-1,-1,1,2,0,1,0,0,0
1,0.8043,0,1,-1,2138.2,0.7495,1,1,1,1,0,1,1,0,0,1
1,2.3323,0,1,-1,1906.5,NA,0,1,NA,1,1,0,0,0,1,0
1,0.9008,0,-1,-1,1527.5,2.5,1,1,1,0,2,0,0,0,0,0
1,-0.7872,0,1,-1,737.1271,NA,0,-1,NA,0,1,0,0,0,0,0
1,-0.2534,1,1,1,1358690.1111,NA,0,-1,NA,0,1,0,0,0,0,0
1,0.4536,1,1,1,1415052.0605,NA,0,1,NA,0,1,0,0,0,0,0
1,-0.6568,0,1,-1,451,NA,0,-1,NA,1,0,0,0,0,0,0
1,1.2439,0,1,-1,987,0.6049,1,1,1,0,1,0,0,0,0,0
1,-0.7105,1,-1,-1,7290.9643,-0.9571,1,-1,-1,2,0,0,1,0,0,0
1,1.9925,0,1,-1,1495.5714,NA,0,1,NA,1,0,0,1,0,0,0
1,-0.8069,0,1,-1,1349.4,NA,0,-1,NA,2,1,0,2,0,0,0
1,0.1796,0,1,-1,261.9574,-0.3279,1,1,-1,1,0,0,1,0,0,0
1,1.7273,0,1,-1,6957.8378,1.2494,1,1,1,2,1,0,1,0,0,0
1,0.8208,0,1,-1,650.4458,NA,0,1,NA,0,0,1,0,1,0,0
1,0.0908,0,1,-1,1836,NA,0,1,NA,3,1,0,3,0,0,0
1,-0.2666,0,1,1,27549.2857,NA,0,-1,NA,0,0,0,0,0,0,0
1,-0.9418,0,1,-1,4795.75,-1.0338,1,-1,-1,0,2,1,0,0,0,1
1,2.5285,0,-1,1,6872.4344,NA,0,1,NA,0,0,0,0,0,0,0
1,-1.1402,1,-1,-1,310390.7179,NA,0,-1,NA,0,2,0,0,0,0,0
1,-0.1723,0,-1,-1,728,NA,0,-1,NA,2,1,0,0,0,2,0
1,2.2918,0,-1,1,3275,NA,0,1,NA,1,0,0,1,0,0,0
1,-0.6327,0,1,-1,1336.5,NA,0,-1,NA,1,1,0,1,0,0,0
1,0.8296,0,1,-1,3476.4444,NA,0,1,NA,2,0,0,0,0,0,0
1,-0.5219,1,-1,-1,3261.0526,-0.0758,1,-1,-1,0,1,0,0,0,0,0
1,-1.0459,0,1,-1,1812.6923,NA,0,-1,NA,2,1,0,0,0,1,0
1,-0.9056,1,1,-1,173651.5092,0.0086,1,-1,1,3,1,1,1,0,2,1
1,0.9436,1,1,-1,209634.8333,-0.8321,1,1,-1,3,1,1,2,0,1,1
1,0.7967,0,1,-1,44.9167,NA,0,1,NA,1,0,0,1,0,0,0
1,-0.5439,0,1,-1,2506.2917,NA,0,-1,NA,1,0,1,1,0,0,1
1,1.7766,0,1,-1,11321.4,2.0199,1,1,1,0,0,0,0,0,0,0
1,-1.0338,0,1,-1,2273,-0.0243,1,-1,-1,2,1,0,0,0,2,0
1,0.6257,1,1,-1,19709.8824,1.4489,1,1,1,2,1,1,1,0,1,0
1,0.9973,0,1,-1,1618.5405,1.0619,1,1,1,4,0,0,0,0,4,0
1,-1.2574,0,1,-1,29,NA,0,-1,NA,0,0,0,0,0,0,0
1,-0.3345,0,1,-1,181.9,NA,0,-1,NA,0,0,0,0,0,0,0
1,1.3338,0,1,-1,181.9,NA,0,1,NA,0,0,0,0,0,0,0
1,0.8241,0,1,-1,1821.6364,NA,0,1,NA,1,0,1,1,1,0,0
1,0.4635,0,1,-1,2329.5,0.0173,1,1,1,2,0,1,2,1,0,0
1,2.3016,0,-1,1,1929.0345,1.1836,1,1,1,0,0,0,0,0,0,0
1,1.2165,0,1,-1,3121.3,1.1244,1,1,1,2,0,0,1,0,0,0
1,0.823,1,1,1,463107.6964,1.3053,1,1,1,1,0,1,0,0,0,0
1,-1.3473,1,1,-1,49372.5417,0.3889,1,-1,1,0,1,0,0,0,0,0
1,-1.2991,0,-1,1,91.5,NA,0,-1,NA,0,1,0,0,0,0,0
1,2.1109,0,1,-1,25720.6429,1.4236,1,1,1,3,0,0,2,0,0,0
1,-0.4814,0,1,-1,1624.16,-0.2249,1,-1,-1,1,0,0,0,0,1,0
1,1.1748,0,-1,-1,6628.6552,NA,0,1,NA,1,1,0,1,0,0,0
1,-0.4441,0,-1,1,367.4337,NA,0,-1,NA,1,0,0,0,0,1,0
1,0.1182,0,1,1,12701.1835,-0.2578,1,1,-1,2,0,1,2,0,0,1
1,1.2022,0,1,-1,1841.5,1.2242,1,1,1,0,0,0,0,0,0,0
1,1.8347,0,1,-1,2119.2028,1.4521,1,1,1,3,1,0,1,0,2,0
1,-1.0843,0,1,-1,8670,NA,0,-1,NA,0,2,0,0,0,0,0
1,-1.0338,0,1,1,2650,NA,0,-1,NA,0,0,1,0,0,0,1
1,-0.9582,0,1,-1,24628.037,0.0042,1,-1,1,0,0,0,0,0,0,0
1,-0.1723,0,-1,-1,1114.0714,1.986,1,-1,1,0,1,0,0,0,0,0
1,0.2344,0,1,-1,28386,-0.8859,1,1,-1,0,0,0,0,0,0,0
1,-0.7905,0,-1,1,667.5,NA,0,-1,NA,0,0,0,0,0,0,0
1,-0.3685,0,-1,1,139,NA,0,-1,NA,0,0,0,0,0,0,0
1,0.9622,0,-1,-1,2901,NA,0,1,NA,1,0,0,1,0,0,0
1,0.8416,0,-1,-1,3561.2,1.086,1,1,1,0,2,0,0,0,0,0
1,1.5311,0,-1,1,4995.8667,1.6801,1,1,1,1,1,1,0,0,0,1
1,2.3521,0,1,1,6442.269,NA,0,1,NA,2,1,1,2,0,0,1
1,1.1935,0,1,1,1842.0127,NA,0,1,NA,2,1,1,2,0,0,1
1,-0.6557,0,1,-1,1773,-0.2096,1,-1,-1,2,0,0,2,0,0,0
1,-0.7488,0,1,-1,849.8,NA,0,-1,NA,0,0,0,0,0,0,0
1,0.3034,0,1,-1,1389.3,NA,0,1,NA,0,1,0,0,0,0,0
1,-0.8508,0,1,-1,47,NA,0,-1,NA,0,1,0,0,0,0,0
1,0.493,0,-1,-1,10050,NA,0,1,NA,0,2,0,0,0,0,0
1,1.4039,0,1,-1,5307.9308,NA,0,1,NA,5,1,1,2,1,3,0
1,1.8774,1,1,-1,166674.1493,0.4065,1,1,1,5,1,1,2,1,3,0
1,-0.9078,0,1,-1,2083,-1.104,1,-1,-1,1,0,0,0,0,0,0
1,-0.9516,0,-1,1,4102.8,-0.888,1,-1,-1,0,1,0,0,0,0,0
1,-0.8321,0,-1,-1,2778,-0.3466,1,-1,-1,1,1,1,1,0,0,1
1,0.2048,0,1,-1,36480,-0.9856,1,1,-1,0,1,0,0,0,0,0
1,-1.1215,0,1,1,7900.1476,NA,0,-1,NA,0,0,0,0,0,0,0
1,-0.1032,0,1,-1,2592.931,NA,0,-1,NA,0,0,0,0,0,0,0
1,-0.0638,1,1,-1,80357.246,-0.1438,1,-1,-1,0,0,0,0,0,0,0
1,-0.4978,0,1,-1,2469.1176,-1.0601,1,-1,-1,0,0,0,0,0,0,0
1,0.071,0,1,-1,703,NA,0,1,NA,0,0,0,0,0,0,0
1,-0.9999,0,1,-1,12792.3333,-0.409,1,-1,-1,1,1,0,1,0,0,0
1,-0.431,1,-1,-1,7290.9643,-0.9571,1,-1,-1,0,1,0,0,0,0,0
1,1.2044,1,-1,-1,10226,0.3758,1,1,1,1,3,0,1,0,0,0
1,-0.8398,0,1,-1,34.2949,NA,0,-1,NA,1,1,1,1,1,0,0
1,0.8767,0,-1,-1,3261.6667,NA,0,1,NA,0,0,0,0,0,0,0
1,0.5106,1,1,-1,615903.5484,-0.4967,1,1,-1,0,2,0,0,0,0,0
1,1.0762,0,1,1,829.8333,NA,0,1,NA,0,0,0,0,0,0,0
1,0.4514,0,-1,1,1034.5,NA,0,1,NA,1,0,0,0,0,1,0
1,-0.7357,0,1,-1,4243,-0.8672,1,-1,-1,0,1,1,0,0,0,0
1,-0.7467,0,1,-1,677,-0.7171,1,-1,-1,0,1,1,0,0,0,0
1,1.2702,0,1,-1,6273.9089,NA,0,1,NA,1,1,0,1,0,0,0
1,-0.5165,0,1,-1,2654.9231,-0.7192,1,-1,-1,0,1,1,0,0,0,1
1,0.6739,1,-1,-1,1696922.4552,-0.374,1,1,-1,0,0,0,0,0,0,0
1,-0.8343,0,1,1,458446.7,NA,0,-1,NA,1,0,0,0,0,1,0
1,1.439,0,-1,1,37340.224,NA,0,1,NA,0,1,0,0,0,0,0
1,0.6991,0,1,-1,5498.5,NA,0,1,NA,2,1,0,1,0,1,0
1,1.4719,0,-1,-1,5722.2381,NA,0,1,NA,1,1,1,0,0,1,1
1,2.4189,0,-1,1,2360.9655,NA,0,1,NA,0,3,0,0,0,0,0
1,-0.4529,0,1,-1,1289.3925,0.242,1,-1,1,0,0,0,0,0,0,0
1,-0.4507,0,1,-1,16,NA,0,-1,NA,0,1,0,0,0,0,0
1,-0.9023,0,1,-1,270,-0.1317,1,-1,-1,3,0,0,2,0,1,0
1,-0.8124,0,-1,-1,348,-1.2322,1,-1,-1,1,1,0,0,0,1,0
1,0.1544,0,1,-1,1502.8571,-0.1942,1,1,-1,0,1,0,0,0,0,0
1,0.7945,1,-1,1,166890.203,0.1533,1,1,1,2,1,0,0,0,2,0
1,1.6692,0,-1,-1,5027.3,NA,0,1,NA,0,1,0,0,0,0,0
1,-0.8891,1,-1,-1,9437,-0.3323,1,-1,-1,1,1,0,0,0,1,0
1,-0.1438,1,1,-1,11294.2857,-0.2742,1,-1,-1,0,0,0,0,0,0,0
1,1.4642,0,1,-1,61,1.4883,1,1,1,0,1,2,0,0,0,1
1,-0.8694,0,-1,-1,563,-0.6754,1,-1,-1,2,1,1,0,1,2,0
1,-1.1829,0,-1,1,133,-0.7061,1,-1,-1,0,0,0,0,0,0,0
1,1.0214,0,-1,-1,1489.5666,NA,0,1,NA,0,0,0,0,0,0,0
1,0.6443,0,-1,-1,2031,-0.9461,1,1,-1,0,1,0,0,0,0,0
1,-1.3079,0,-1,-1,69869.9,0.3308,1,-1,1,1,1,0,0,0,0,0
1,-0.4036,0,-1,-1,1267,-0.4869,1,-1,-1,0,2,1,0,1,0,0
1,-0.614,0,-1,1,1364.6667,-0.4058,1,-1,-1,2,1,1,0,1,1,0
1,-0.5329,0,1,-1,245,0.0272,1,-1,1,0,0,1,0,1,0,0
1,2.3499,0,-1,-1,1973,NA,0,1,NA,0,1,2,0,0,0,1
1,-0.4715,0,1,-1,989.5,-0.4299,1,-1,-1,0,1,0,0,0,0,0
1,0.0327,0,1,-1,36,NA,0,1,NA,0,0,0,0,0,0,0
1,-0.9746,0,1,-1,11819,0.3067,1,-1,1,1,1,0,1,0,0,0
1,0.1028,1,-1,1,18679.2727,-0.5307,1,1,-1,0,3,1,0,1,0,0
1,-0.5198,0,-1,-1,185,NA,0,-1,NA,0,0,0,0,0,0,0
1,-0.9483,0,-1,-1,13172.875,-0.9648,1,-1,-1,1,1,1,1,1,0,0
1,2.2863,1,1,1,4123192.7289,NA,0,1,NA,0,2,0,0,0,0,0
1,-0.3992,0,1,-1,1759.1429,-0.2446,1,-1,-1,1,1,0,1,0,0,0
1,-1.2289,0,-1,-1,286,NA,0,-1,NA,0,1,1,0,0,0,0
1,0.9677,0,-1,1,440.3804,NA,0,1,NA,1,0,1,1,1,0,0
1,-0.2512,1,1,1,641875.1113,0.3538,1,-1,1,0,1,0,0,0,0,0
1,0.9622,0,1,-1,308.1311,0.7243,1,1,1,0,0,0,0,0,0,0
1,1.0214,0,-1,-1,991.5522,NA,0,1,NA,1,0,0,1,0,0,0
1,-1.0305,0,1,-1,767.2055,NA,0,-1,NA,0,0,0,0,0,0,0
1,0.0009,0,1,1,8779,0.1248,1,1,1,1,2,0,1,0,0,0
1,1.1617,0,1,-1,460.6364,1.6944,1,1,1,0,1,0,0,0,0,0
1,1.0948,0,1,-1,749,0.9567,1,1,1,0,1,1,0,0,0,1
1,1.7602,0,-1,1,18014.8537,NA,0,1,NA,0,3,0,0,0,0,0
1,0.9063,0,1,-1,80.375,NA,0,1,NA,1,0,1,0,1,1,0
1,1.0762,0,1,1,3626.1103,NA,0,1,NA,0,2,0,0,0,0,0
1,2.3038,0,1,1,3978.2069,NA,0,1,NA,1,0,0,1,0,0,0
1,2.0638,0,-1,1,19279.1739,0.6158,1,1,1,1,3,1,0,0,1,1
1,-0.9144,1,-1,-1,58568.75,0.6399,1,-1,1,1,0,1,0,0,1,1
1,2.2655,0,-1,-1,1069.5,1.1606,1,1,1,1,0,0,1,0,0,0
1,1.4171,0,-1,-1,7452,NA,0,1,NA,1,2,1,1,0,0,1
1,1.0236,0,1,-1,59134.462,0.9063,1,1,1,1,0,1,1,1,0,0
1,-0.5209,0,-1,1,69298.3333,-0.3082,1,-1,-1,1,0,0,1,0,0,0
1,-0.5395,0,1,-1,9349.6777,NA,0,-1,NA,0,0,0,0,0,0,0
1,0.4602,0,-1,-1,46322,NA,0,1,NA,0,1,0,0,0,0,0
1,0.9622,0,1,-1,1983.5,1.6451,1,1,1,1,1,0,0,0,0,0
1,-0.7171,0,1,-1,9469.5769,0.2355,1,-1,1,1,1,1,0,0,1,0
1,0.7813,0,1,-1,977,1.3217,1,1,1,0,1,0,0,0,0,0
1,0.6903,0,-1,-1,16,NA,0,1,NA,0,1,0,0,0,0,0
1,-0.7061,0,-1,-1,132,-0.1263,1,-1,-1,1,1,0,0,0,1,0
1,0.7594,1,1,-1,116298.7586,0.6103,1,1,1,2,2,1,1,0,1,1
1,-0.8223,0,-1,1,1552.3333,0.1061,1,-1,1,0,1,1,0,1,0,0
1,-0.5132,0,1,-1,453.25,NA,0,-1,NA,0,0,0,0,0,0,0
1,2.42,0,-1,1,1489.5666,NA,0,1,NA,0,0,0,0,0,0,0
1,2.0967,0,-1,-1,48,1.8895,1,1,1,1,0,0,1,0,0,0
1,1.8391,0,1,-1,8411.4734,NA,0,1,NA,0,1,0,0,0,0,0
1,-0.8574,0,1,1,991.5,NA,0,-1,NA,0,1,0,0,0,0,0
1,0.2475,1,-1,-1,235128.8851,2.1361,1,1,1,0,4,0,0,0,0,0
1,-0.2556,0,-1,-1,638.5,NA,0,-1,NA,1,1,0,1,0,0,0
1,-0.2994,0,-1,-1,693.7692,NA,0,-1,NA,0,1,1,0,0,0,1
1,-0.066,0,-1,1,228,NA,0,-1,NA,0,0,1,0,0,0,1
1,-1.15,1,1,-1,42781.8991,NA,0,-1,NA,0,1,0,0,0,0,0
1,-0.9615,1,1,1,1373921.1846,-0.044,1,-1,-1,0,1,0,0,0,0,0
1,-0.8223,0,-1,1,30321.2843,-0.5943,1,-1,-1,3,2,0,1,0,2,0
1,-0.2841,0,-1,-1,5982.8182,NA,0,-1,NA,0,0,0,0,0,0,0
1,0.0327,0,1,-1,129.5405,NA,0,1,NA,0,0,0,0,0,0,0
1,-0.7631,0,1,-1,1143.7831,NA,0,-1,NA,2,0,0,1,0,1,0
1,1.0378,1,1,-1,13132.537,0.9041,1,1,1,0,2,1,0,0,0,1
1,1.4894,0,1,-1,530,2.1624,1,1,1,0,1,1,0,0,0,1
1,0.5205,0,1,-1,1470.8413,NA,0,1,NA,1,1,0,1,0,0,0
1,2.443,0,-1,1,1489.5666,NA,0,1,NA,0,0,0,0,0,0,0
1,-0.3488,0,-1,1,4088.0685,-0.5439,1,-1,-1,0,1,0,0,0,0,0
1,1.781,0,-1,-1,6306.5,0.1938,1,1,1,1,1,0,0,0,1,0
1,1.5453,0,1,-1,20852.7647,1.0389,1,1,1,0,1,1,0,0,0,0
1,1.3272,0,-1,-1,85,NA,0,1,NA,1,1,1,1,1,0,0
1,-1.0163,1,1,1,9538,NA,0,-1,NA,0,2,0,0,0,0,0
1,-0.7171,0,1,-1,3757,NA,0,-1,NA,0,2,0,0,0,0,0
1,2.2655,0,1,-1,4107,1.4741,1,1,1,2,1,0,2,0,0,0
1,0.2979,0,1,-1,202779.1053,-0.2326,1,1,-1,0,0,0,0,0,0,0
1,-0.0813,1,1,-1,39561.5,0.2486,1,-1,1,0,0,0,0,0,0,0
1,-1.0634,0,-1,-1,114,NA,0,-1,NA,1,0,0,1,0,0,0
1,-0.0813,0,-1,-1,669.5,NA,0,-1,NA,1,2,0,0,0,1,0
1,1.0214,0,1,-1,914.8436,NA,0,1,NA,1,1,0,1,0,0,0
1,-0.1361,0,1,1,4282.5,NA,0,-1,NA,0,0,0,0,0,0,0
1,-0.9922,0,-1,1,2727,-0.3323,1,-1,-1,0,0,2,0,0,0,2
1,-0.3641,1,1,-1,505533.8486,-0.7324,1,-1,-1,1,2,0,0,0,1,0
1,-0.2896,1,1,-1,167688.3243,NA,0,-1,NA,0,1,1,0,0,0,1
1,-0.9648,0,1,-1,5480.3542,NA,0,-1,NA,0,0,0,0,0,0,0
1,-0.7532,0,-1,-1,157,NA,0,-1,NA,1,2,0,1,0,0,0
1,-0.9944,0,-1,-1,728,0.5807,1,-1,1,0,1,0,0,0,0,0
1,-0.671,0,-1,1,44,NA,0,-1,NA,0,0,1,0,0,0,1
1,0.0908,0,1,1,2379.8736,NA,0,1,NA,0,0,0,0,0,0,0
1,0.0272,0,1,1,213,NA,0,1,NA,0,1,0,0,0,0,0
1,0.1829,0,1,-1,3163.7943,0.6049,1,1,1,1,1,0,0,0,1,0
1,0.333,0,1,-1,10408.3467,-0.2074,1,1,-1,1,2,1,0,0,0,0
1,-0.158,0,-1,-1,501.6667,0.5007,1,-1,1,2,3,1,2,0,0,1
1,2.3707,0,1,-1,2622,1.9607,1,1,1,1,2,0,0,0,0,0
1,2.3444,0,1,1,1481.1064,NA,0,1,NA,0,2,0,0,0,0,0
1,1.6626,0,1,-1,40,NA,0,1,NA,2,1,0,2,0,0,0
1,1.1288,0,1,-1,506.45,NA,0,1,NA,0,2,0,0,0,0,0
1,1.2877,0,1,-1,4294.7,2.2764,1,1,1,1,0,0,1,0,0,0
1,1.3316,0,1,-1,26241.9968,1.4982,1,1,1,1,0,0,1,0,0,0
1,1.1661,0,1,-1,2281.1667,2.3521,1,1,1,1,0,0,1,0,0,0
1,0.8043,0,1,-1,5953.1927,1.6242,1,1,1,2,1,1,0,1,1,0
1,-1.0152,0,-1,-1,21858.6,-0.4233,1,-1,-1,1,0,0,1,0,0,0
1,1.2866,0,1,-1,1533.7619,NA,0,1,NA,0,0,1,0,0,0,1
1,1.7459,0,-1,1,278.5,NA,0,1,NA,1,2,0,1,0,0,0
1,0.6443,0,1,-1,711,-0.6951,1,1,-1,0,0,0,0,0,0,0
1,2.3148,0,-1,1,645.0556,NA,0,1,NA,2,1,0,2,0,0,0
1,-0.9023,0,1,-1,5176.2928,-0.6579,1,-1,-1,1,0,1,1,1,0,0
1,-0.8837,1,1,1,106659.3429,-0.4321,1,-1,-1,1,1,0,1,0,0,0
1,0.7758,0,1,-1,1990.5455,NA,0,1,NA,0,0,0,0,0,0,0
1,-1.0152,0,1,-1,4367.25,-0.0397,1,-1,-1,0,0,0,0,0,0,0
1,-0.7236,0,1,-1,1811,-0.7456,1,-1,-1,0,0,0,0,0,0,0
1,0.1839,0,1,1,21715.4375,NA,0,1,NA,0,0,0,0,0,0,0
1,0.0963,0,1,-1,35.2381,NA,0,1,NA,1,1,0,1,0,0,0
1,0.9951,0,1,-1,563,0.002,1,1,1,0,1,0,0,0,0,0
1,0.8416,0,1,-1,1842.0127,NA,0,1,NA,0,1,0,0,0,0,0
1,-1.2421,0,1,-1,1352,NA,0,-1,NA,0,1,0,0,0,0,0
1,-0.0704,0,1,-1,762.0417,1.1891,1,-1,1,0,0,0,0,0,0,0
1,-0.4847,0,1,-1,1669,-0.1339,1,-1,-1,0,0,0,0,0,0,0
1,2.2128,0,1,-1,1585,NA,0,1,NA,0,0,0,0,0,0,0
1,0.3889,0,-1,1,125,NA,0,1,NA,0,1,0,0,0,0,0
1,-0.7171,0,1,-1,38340.6667,1.0707,1,-1,1,0,1,0,0,0,0,0
1,0.3791,0,1,1,7900.1476,NA,0,1,NA,0,1,1,0,0,0,1
1,0.0272,0,-1,1,1419,-0.2041,1,1,-1,0,0,1,0,0,0,1
1,-0.7872,0,-1,1,2071.2571,-0.3192,1,-1,-1,0,2,0,0,0,0,0
1,-0.6129,0,-1,1,223.2083,-0.6568,1,-1,-1,0,2,0,0,0,0,0
1,0.4097,1,1,-1,159010.4153,-0.272,1,1,-1,1,1,2,1,1,0,1
1,-0.4671,0,1,1,14565.5217,0.1829,1,-1,1,0,0,0,0,0,0,0
1,2.26,0,1,-1,15386,0.7715,1,1,1,1,1,0,1,0,0,0
1,0.7879,0,1,-1,489,NA,0,1,NA,1,2,0,1,0,0,0
1,-0.5965,0,1,-1,180.5,-0.6305,1,-1,-1,1,0,0,1,0,0,0
1,0.8855,0,-1,-1,3040,0.812,1,1,1,1,1,0,1,0,0,0
1,-0.8047,0,-1,-1,290,NA,0,-1,NA,0,0,0,0,0,0,0
1,0.1368,0,1,1,11287.3333,NA,0,1,NA,0,1,0,0,0,0,0
1,0.1796,0,-1,1,95,NA,0,1,NA,0,1,0,0,0,0,0
1,0.8263,0,-1,-1,702.9375,NA,0,1,NA,0,0,0,0,0,0,0
1,0.7989,0,1,-1,1315,NA,0,1,NA,0,0,1,0,1,0,0
1,0.7495,0,1,-1,81978.5385,1.4006,1,1,1,0,1,0,0,0,0,0
1,1.5355,0,1,-1,12391.5294,1.929,1,1,1,0,2,0,0,0,0,0
1,1.1102,0,1,-1,4034.8571,1.268,1,1,1,0,2,0,0,0,0,0
1,2.215,0,1,1,104238.1651,0.607,1,1,1,0,1,0,0,0,0,0
1,2.2852,0,1,-1,4470.2232,2.215,1,1,1,1,1,0,1,0,0,0
1,2.0671,0,-1,-1,164,NA,0,1,NA,2,1,0,2,0,0,0
1,-0.7445,0,-1,-1,4295.8906,-0.8124,1,-1,-1,0,3,0,0,0,0,0
1,0.9172,0,1,-1,829.5,1.7876,1,1,1,0,1,2,0,0,0,1
1,-1.1697,0,1,1,9325.6797,-0.8486,1,-1,-1,1,0,0,1,0,0,0
1,-0.7149,0,-1,-1,57,NA,0,-1,NA,0,0,1,0,1,0,0
1,2.0682,0,-1,-1,3901.25,NA,0,1,NA,1,1,1,0,0,1,1
1,-0.9966,0,-1,1,29825.5122,0.0009,1,-1,1,0,1,0,0,0,0,0
1,0.0031,0,1,-1,1216.6154,-0.2315,1,1,-1,0,1,0,0,0,0,0
1,-1.036,0,1,1,59582.0854,NA,0,-1,NA,0,1,0,0,0,0,0
1,-1.0853,0,1,1,137138.08,NA,0,-1,NA,0,1,0,0,0,0,0
1,2.101,1,1,-1,88444.8424,0.9074,1,1,1,0,1,2,0,0,0,1
1,1.3568,0,1,-1,12573.0789,0.9436,1,1,1,0,1,0,0,0,0,0
1,1.9585,0,1,1,501,NA,0,1,NA,0,1,0,0,0,0,0
1,-0.6776,0,1,-1,570,NA,0,-1,NA,0,1,0,0,0,0,0
1,-1.2761,1,1,-1,4835423.2362,-0.8113,1,-1,-1,0,1,0,0,0,0,0
1,2.5614,0,1,1,2200.1229,NA,0,1,NA,1,1,0,1,0,0,0
1,0.595,0,1,-1,6259,1.2176,1,1,1,0,1,1,0,0,0,0
1,2.2951,0,1,-1,2729.6,1.508,1,1,1,0,0,2,0,0,0,1
1,1.2548,0,1,-1,17861.75,1.1946,1,1,1,0,0,2,0,0,0,1
1,1.2165,0,1,-1,7741.2911,1.3502,1,1,1,0,0,2,0,0,0,1
1,0.4624,1,1,-1,327280.922,0.652,1,1,1,0,0,1,0,0,0,1
1,1.7021,0,1,-1,26873.7174,NA,0,1,NA,0,1,0,0,0,0,0
1,-1.0371,0,1,1,14479.1,-0.2907,1,-1,-1,0,0,1,0,0,0,1
1,-0.9681,0,1,-1,5958,-0.3038,1,-1,-1,0,0,0,0,0,0,0
1,0.0667,1,1,-1,3261.0526,-0.0758,1,1,-1,0,0,0,0,0,0,0
1,0.6728,0,1,-1,2101,NA,0,1,NA,0,2,0,0,0,0,0
1,0.0272,1,1,-1,30288.8488,0.013,1,1,1,0,1,2,0,1,0,1
1,1.5015,0,1,-1,1120.8,NA,0,1,NA,0,1,1,0,1,0,0
1,-0.4967,0,1,-1,11929.5294,-0.4397,1,-1,-1,0,0,0,0,0,0,0
1,2.1822,0,1,-1,5764.3333,0.9764,1,1,1,1,1,0,1,0,0,0
1,1.3239,0,1,1,12843.3822,2.2578,1,1,1,0,1,0,0,0,0,0
1,0.5522,0,-1,1,7,NA,0,1,NA,0,1,1,0,0,0,1
1,-1.2443,0,-1,1,134.7865,NA,0,-1,NA,0,0,0,0,0,0,0
1,0.7978,0,-1,-1,1717,1.2877,1,1,1,0,0,4,0,0,0,1
1,-0.511,1,1,1,179029.0833,-0.0484,1,-1,-1,0,0,0,0,0,0,0
1,0.0963,1,-1,1,5963.6538,-0.1591,1,1,-1,1,1,0,0,0,0,0
1,-0.9549,0,1,-1,6034.7236,-1.0064,1,-1,-1,0,2,0,0,0,0,0
1,1.2658,0,1,-1,143.9,NA,0,1,NA,1,1,0,1,0,0,0
1,-1.2958,0,-1,-1,1213.9,NA,0,-1,NA,2,1,0,1,0,1,0
1,-0.1339,0,1,-1,1289.3925,0.242,1,-1,1,1,0,0,1,0,0,0
1,-0.9999,0,-1,1,1709.6,-0.3466,1,-1,-1,0,0,0,0,0,0,0
1,-0.9615,0,1,1,1813,-0.6206,1,-1,-1,0,1,1,0,1,0,0
1,-0.0725,0,1,-1,37070.3636,NA,0,-1,NA,2,0,0,2,0,0,0
1,-0.9341,0,-1,-1,5621.375,NA,0,-1,NA,1,0,0,1,0,0,0
1,-0.3564,0,-1,-1,217.5,NA,0,-1,NA,0,1,0,0,0,0,0
1,-0.2468,1,1,-1,14174.5455,-0.4474,1,-1,-1,1,1,1,0,0,1,1
1,0.0743,1,1,-1,9378.4444,-0.5263,1,1,-1,1,1,1,0,0,1,1
1,-0.5965,0,1,-1,6904.25,NA,0,-1,NA,0,1,0,0,0,0,0
1,-1.0667,0,1,-1,605.2,NA,0,-1,NA,0,2,0,0,0,0,0
1,-0.7872,0,-1,-1,737.1271,NA,0,-1,NA,1,0,0,1,0,0,0
1,-0.1087,0,1,-1,1637.4,NA,0,-1,NA,0,1,0,0,0,0,0
1,-0.8585,0,1,1,523.2857,NA,0,-1,NA,1,2,0,0,0,1,0
